app,date,score,content
Coupang Eats,2025-06-01 19:36:15,1,제가 와우회원인데 쿠팡이츠는 지역 안되는곳이 많으니깐 지방까지는 못오나봅니다
Coupang Eats,2025-06-01 19:30:02,5,매번 요청사항에 밑반찬이나 단무지 무등 빼달라는게 귀찮고 불편한데 아예 계정 자체에 해당 기능을 넣은걸 만들어 넣는건 없나요? 그럼 주문할때도 편리하고 가게에서도 바쁠때 분별하기 편리하지 않을까 생각드네요
Coupang Eats,2025-06-01 19:16:43,5,역시 쿠팡 이츠 다.
Coupang Eats,2025-06-01 19:12:40,5,좋아요~~ 아무렁 문제없어요
Coupang Eats,2025-06-01 18:56:15,5,음식 시켜먹기 편하고 좋네요. 와우회원 쿠폰까지~ 와우~
Coupang Eats,2025-06-01 18:27:36,5,매장 선택 용이하고 배송 및 선택사항이 쉽습니다. 앞으로도 잘 이용할 거 같아요
Coupang Eats,2025-06-01 18:22:32,5,항상 사용하고 있어요.
Coupang Eats,2025-06-01 18:17:53,5,만족하고 자주 사용하고 있습니다.
Coupang Eats,2025-06-01 18:15:07,5,편하고 혜택도 많네요
Coupang Eats,2025-06-01 18:11:57,1,배달어플 쓴것중에 오배송을 이 배달어플에서 겪어봤습니다만. 고객센터 전화하면 배달지연 확인 외에 선택지도 없고 눌러도 배달이 이미 완료되었습니다 같은 카톡만 보내줍니다. 가게 연락처도 어플에 안적혀있어서 찾아서 직접 전화해도 뭐 요기요에 연락해야한다고 하고요. 오배송 되면 뭘 할 수가 없네요. 겨우겨우 배달기사님 만나서 결국 자장면은 불어터질때까지 시간만 낭비했고 기사님이 직접 환불해주더랍니다. 고객은 빨리 올바른 위치로 음식만 받으면 되는데 음식도 못먹게되고 시간냘리고 계속 고객센터는 채팅봇으로 메세지나 보내주고 식당이랑 돈날린 기사는 뭔 잘못입니까? 사람이 오배송은 할 수 있겠지만 요기배달 고객센터 진짜 최악입니다.
Coupang Eats,2025-06-01 18:09:27,5,신속하게 배달되고 맛도 좋았어요
Coupang Eats,2025-06-01 18:07:44,1,주문취소가 안되나? 리뷰이벤트할려고 취소해야하는데
Coupang Eats,2025-06-01 17:59:58,5,주문부터 배달 상황까지 볼수 있어 좋았습니다.
Coupang Eats,2025-06-01 17:56:41,5,자주쓰는 앱 입니다. 만족합니다.
Coupang Eats,2025-06-01 16:39:55,5,편리한 서비스입니다ㅎ
Coupang Eats,2025-06-01 15:34:06,3,근데 고객센터에서 리뷰를 지우네요?소비자가 리뷰별주는건 자유인데 이해할수없네요
Coupang Eats,2025-06-01 15:22:03,5,두말 없이 그냥 딱딱 좋네요
Coupang Eats,2025-06-01 13:50:45,4,사용자 경험 나쁘지 않음 솔직히 요즘은 배민말고 이거만 쓰내요. 단점은 아직 타업체 대비없는 프렌차이즈가 좀 많습니다.
Coupang Eats,2025-06-01 12:28:24,3,배민에 비해서 불편한게 너무 많음. 추천목록도 맨날 똑같이 시켰던데만 보이고 문 안열은데 보여줘서 새벽엔 시킬수가없음.
Coupang Eats,2025-06-01 12:13:58,5,좋아요좋아요좋아요^^
Coupang Eats,2025-06-01 10:46:55,5,배***보다 더 좋은것같아요
Coupang Eats,2025-06-01 07:34:12,5,실시간 알려주면서 배달이 되서 넘 편했어요
Coupang Eats,2025-06-01 07:08:12,5,쿠팡사이트랑 쿠팡이츠 회원연동하신거 신의한수인듯
Coupang Eats,2025-06-01 02:33:20,5,할인행사도 많이하고 쿠팡회원이면 배달도 뮤료라 좋아요!
Coupang Eats,2025-06-01 00:51:52,5,배달 시간대별로 알려줘서 아주 편리합니다.
Coupang Eats,2025-06-01 00:22:05,5,아주 편리하고 안성맞춤입니다.
Coupang Eats,2025-05-31 23:23:55,5,너무 편하고 배달도 빠르게 왔어요 기사님도 친절 합네요
Coupang Eats,2025-05-31 21:52:32,4,서비스좋아요 ㆍ굿굿
Coupang Eats,2025-05-31 21:46:40,5,사용하기 편하고 쿠팡계정과 연결해서 결제도 새삼 신경안써도 되서 전 너무 좋은것같네요~~
Coupang Eats,2025-05-31 21:30:14,3,배달하는데 전화통화 처음 10초 기다리는거 화나요
Coupang Eats,2025-05-31 21:29:29,4,빠른배송에 상품도 괜찮다는 생각합니다
Coupang Eats,2025-05-31 21:26:01,5,와우회원 혜택 너무 좋아용
Coupang Eats,2025-05-31 20:34:52,1,"전체적으로 편리하지만, 다음 두 가지로 인해 매우 불편한 상황이 반복됩니다. 이로 인해 사용자 경험이 매우 불편한 앱이 되었습니다. 1. 주문 시 추가 확인 단계가 없는 점: 결제수단, 쿠폰 적용, 캐시 사용 등이 의도치 않게 적용된 채로 주문이 완료됨 2. 기본적으로 쿠팡캐시 전액 사용이 설정된 점"
Coupang Eats,2025-05-31 20:24:42,5,배달이 용이하게 잘하는듯
Coupang Eats,2025-05-31 19:36:44,5,다른 배달앱은 한기사가 여러가지를 픽업해서 가지고오는데 쿠팡이츠는 하나만 배달해서 빨라서 좋아요 그리고 픽업한 기사분 위치까지 나오니 더 좋아요
Coupang Eats,2025-05-31 19:32:49,5,다른 앱들보다 저렴하네요
Coupang Eats,2025-05-31 19:29:43,5,모든게 편리하고 좋습니다~~
Coupang Eats,2025-05-31 19:13:02,5,너무 빨리 결제가 되서 매장에 요청사항놓치기 쉬움
Coupang Eats,2025-05-31 19:00:12,1,1:1질문 본인들이 대답하기싫으니까 그냥 무시함 갑질을 최고봉 쿠팡
Coupang Eats,2025-05-31 18:56:07,3,와우회원이라 배달비가 무료인 대신 최소주문비랑 음식가격이 높은가게들이 있내요ㅎㅎ 전 그래서 x민이랑 확인하고 그게 그거면 백원이라도 싼곳에서 시켜요ㅎ
Coupang Eats,2025-05-31 18:55:29,5,쿠팡 계열과 연동 되니 너무 좋아요!
Coupang Eats,2025-05-31 18:07:33,5,이용 편하고 가끔 쿠폰도 주고 좋아요~
Coupang Eats,2025-05-31 18:05:01,5,아직 가맹점은 많이 없지만 콜센터 응대도 좋고 고객입장에서는 너무 편하네요
Coupang Eats,2025-05-31 17:08:51,1,"첫결제 10,000 쿠폰 써지지도 않던데? 도대체 뭐가 할인된다는거? 결제 화면전에서는 할인가격인데 막상 탭해서 결제내용 보면 가격 그대로 다 받던데? 뭐임? 막상 쿠폰 보면 사용됨으로 나오고 배달내역도 안남던데 원래 이런건가요?"
Coupang Eats,2025-05-31 16:31:40,5,마산아구찜! 느므느므 매콤칼칼 맛있쩌요~감쏴함다 대박나시길~^^
Coupang Eats,2025-05-31 14:38:11,5,와우회원이라면 안쓸 이유가 없다고 봐요. 배민과의 차이를 정말 열심히 매꿔서 성공한 배달앱이라고 생각합니다.
Coupang Eats,2025-05-31 14:13:18,5,잘 쓰고 있습니다. 혜택도 많고 좋습니다. 특히 주말 할인이벤트는 환영입니다.
Coupang Eats,2025-05-31 13:38:22,1,"아니 쿠팡이츠에서 시키면 기사님 전달 사항에 초인총 누르지 말라고 적어도 10에 8은 벨을 누름 요청사항을 안 보는건지 왜 그러는 건지 모르겠음 그래서 쿠팡만 있는 메뉴 아니면 요기요를 주로 사용함 25년5월11일 오는도 처누르네 5월30일 노크,31일 벨누름"
Coupang Eats,2025-05-31 13:07:10,1,스바꺼 배달 잘못와서 앱으로 재배달 신청했는데 40분 뒤에 전화 와서 처리해주노 바로 전화로 민원을 때려야 정신차림 11시에 시켰는데 지금 조리들어가서 2시에 받게 생겼다 배고파서 뒤지면 유언장에 남길거임
Coupang Eats,2025-05-31 10:33:24,1,"별 1개도 아까운 곳입니다. 어느 장소에서 무얼 시키든 배달지연은 기본이 되는 곳입니다. 배달지연이면 쿠팡이츠는 배달지연되었으니, 1000원 할인쿠폰 주고 개선하려는 점을 찾을 수 없는 곳입니다. 고객센터는 연결이 안되고, 된다고 해도 돌아오는 답은 기다려주세요 라는 말 뿐인곳입니다. 배달음식이 잘못되면 쿠폰으로 무마하려는 곳입니다. 실질적으로 소비자는 돈으로 구매를 하는데, 왜 돈이 아닌 쿠폰을 주는 거죠? 참 이해를 할 수가 없네"
Coupang Eats,2025-05-31 07:17:30,5,사용편해 굿 와우회원은 필수
Coupang Eats,2025-05-31 00:16:10,5,이제 대세는 쿠팡이츠인듯
Coupang Eats,2025-05-30 22:45:21,5,편하고 중순하기가쉅네요
Coupang Eats,2025-05-30 22:28:46,5,서비스가 좋아요~~
Coupang Eats,2025-05-30 21:45:21,5,배달비가 무료라서 좋아요
Coupang Eats,2025-05-30 20:42:34,5,쿠파이츠가 최고여~ 👍
Coupang Eats,2025-05-30 20:36:37,5,배민보다 모든면에서 좋음
Coupang Eats,2025-05-30 20:35:54,5,"배달음식, 필수 앱!!"
Coupang Eats,2025-05-30 20:06:05,5,대박! 진짜 맛있어요! 또 주문할께요~~ 감사해요
Coupang Eats,2025-05-30 18:56:37,5,쿠폰이 팡팡 터져요
Coupang Eats,2025-05-30 18:54:49,3,사용하기 편리합니다. 다만 배송시간이 점점 늘어난다는 점......
Coupang Eats,2025-05-30 15:28:23,5,배*의*족 보다 훨씬 좋습니다
Coupang Eats,2025-05-30 13:41:57,5,기대치 이상으로 맛낫어요.
Coupang Eats,2025-05-30 12:47:32,5,"싸고, 빠르고, 맛있어요 ^^"
Coupang Eats,2025-05-30 12:07:15,5,쿠팡 앱과 이츠 동기화 우수
Coupang Eats,2025-05-30 11:14:56,5,항상 할인 가득한 쿠팡잇츠 너무 좋아요
Coupang Eats,2025-05-30 11:09:05,5,쓰기편해서 너무 좋아요..
Coupang Eats,2025-05-30 09:30:22,1,"음식점 리뷰 쓰지 마세요. 마음에 안들면 게시중단 요청하는게 자동으로 막히는데 여기까진 다른곳도 동일해요. 근데 아무런 위반요소 없는데도 이의 신청해도 안들어주는데 심지어 안된 사유도 안알려주고, 안된다는 답변조차 없습니다. 판매자 확보가 경쟁력이라는건 이해하지만 판매자에 비해 구매 이용자는 상당히 홀대받고 있음. 판매자는 구매자 리뷰가 마음에 안들면 리뷰게시중단 요청할수 있고, 재게시 이의신청해서 안될때는 답변도 안해줌. 이메일문의도 씹음. 1:1채팅에 물어보면 이유 알려줄수없다고함. 게시중단된 리뷰 내용이 평점웨 반영되는지 물어보니 내부규정이라 못알려준다함. 이정도면 사실 리뷰/평점 조작 가능하고 이를 방조/지원해주는 측면이 있음. 그리고 채팅상담 좀 길어진다싶으면 한 ""잠시만요"" 라고 써놓고 한 20초 글쓰고있는데 일방적으로 오래 입력없어서 종료되었다고 끊어버림. 이전 채팅 문의기록은 못준다고함 ㅎㅎ 아주 지멋대로야..."
Coupang Eats,2025-05-30 02:41:27,5,사용하기 넘 편해요
Coupang Eats,2025-05-29 22:57:23,5,좋아요 만원 쿠폰줘서 오늘 4군데서 시킴
Coupang Eats,2025-05-29 22:39:41,5,편리하고..빠르고 좋아요
Coupang Eats,2025-05-29 20:17:57,1,메뉴 관련 나열 방식 및 가독성이 구림..
Coupang Eats,2025-05-29 20:03:25,5,쓰기 편하고 좋아요♡
Coupang Eats,2025-05-29 19:34:46,3,1. 상호만 다른 동일업체 좀 지워주셨으면 합니다. 2. 같은지점 내리다보면 또 나와서 너무 헷갈립니다.
Coupang Eats,2025-05-29 19:21:43,5,갓 어플 이제까지 왜 안썻나 모르겠네요
Coupang Eats,2025-05-29 18:27:36,5,항상 즐겁게 사용하고 있습니다
Coupang Eats,2025-05-29 18:19:50,3,"쿠페이머니 충전 만원 단위로 바꿔야 하며, 쿠팡 캐시는 자동으로 항상 최대 값 사용되게 해야합니다. 네이버페이 참고해 보세요."
Coupang Eats,2025-05-29 17:34:38,5,good dilicious
Coupang Eats,2025-05-29 17:25:46,5,이보다 좋을수는 없음
Coupang Eats,2025-05-29 17:23:46,4,좋아요 상품도 다양하고 맛집 추천도 잘해줍니다
Coupang Eats,2025-05-29 16:39:51,5,배달 앱을 통해 편리하게 음식을 주문하는 경험은 일상에 작은 행복을 더해줍니다. 덕분에 다양한 맛집을 탐색하고 새로운 음식에 도전하는 즐거움을 누릴 수 있습니다. 빠르고 안전한 배송 시스템은 바쁜 현대인들에게 더없이 소중한 서비스입니다. 덕분에 시간을 절약하고 편안하게 식사를 즐길 수 있습니다. 더욱 발전된 서비스를 기대하며 응원합니다. 앞으로도 많은 사람들에게 맛있는 경험을 선사해 주시기 바랍니다. 항상 감사드립니다.
Coupang Eats,2025-05-29 15:29:03,5,배민에서 쿠팡으로 갈아탑습니다. 역시 배달은 쿠팡~신속~정확~^^
Coupang Eats,2025-05-29 14:37:46,5,리뷰를 30일까지 올릴수있다는게 촉박하지 않고 좋네요 ㅎㅎ 배달이 어디오는지 뭐하는지 상세히알려주는 부분도 좋아요.
Coupang Eats,2025-05-29 14:34:55,1,주류구매 이후 그 다음 주류가 없는 건 구매할때 배달 요청사항 사라지는 버그는 언제 고칠 생각인가요??????????????
Coupang Eats,2025-05-29 14:16:00,5,매우 좋음! 배달비 무료가 대박!
Coupang Eats,2025-05-29 11:36:27,3,식당별로 정리가 잘 안되있고 리뷰도 보기 힘들어요
Coupang Eats,2025-05-29 10:06:35,5,배달앱중 제일 편함
Coupang Eats,2025-05-29 09:41:11,5,쿠팡이츠 예전보다 배달 개선되었네요 좋아요 앞으로 자주 이용할게요 ^^
Coupang Eats,2025-05-29 07:49:05,1,짜증난다. 시도때도없이 뜨는 앱 절대 사용안한다.
Coupang Eats,2025-05-29 00:20:21,1,왜 자꾸 마케팅을 강요하냐 체크박스가 체크하면 취소 못하게 사라지는게 정상이냐 생각부터가 썩어빠진 사기꾼 기업
Coupang Eats,2025-05-28 22:00:13,5,좋은 배달앱 만들주셔서 감사헙니다따봉
Coupang Eats,2025-05-28 21:43:35,5,좋아요 사용해보세요
Coupang Eats,2025-05-28 21:05:27,2,정렬순서 기준 추천순이 영 아이다 ㅡㅡ 개선좀 해라
Coupang Eats,2025-05-28 20:58:10,5,배달도 빠르고 좋아요!!!
Coupang Eats,2025-05-28 20:55:43,5,굳~ 다른앱보다 싸고 빠른 배달~ 쿠폰이벤트가 아쉽지만...전체적으로 굳~~~
Coupang Eats,2025-05-28 20:26:16,5,메뉴도 풍부하고 골라먹는 재미도있고. 배달은 로켓배송! 배달기사님도 친절하셔서 매우만족해요
Coupang Eats,2025-05-28 18:50:48,3,굿 잘 쓰고 있습니다
Coupang Eats,2025-05-28 18:48:49,5,없어서는 안될 소중한 앱입니다
Coupang Eats,2025-05-28 18:47:25,5,사용하기 편해서 좋아요
Coupang Eats,2025-05-28 18:34:27,3,한집 배달 1000원 더 주고 시켰는데 다른데 들렸다(어플에 오토바이 달리는거 보임 ) 와서 늦게 받고 1000원 누구한테 받나?
Coupang Eats,2025-05-28 17:17:13,5,상당히 매우 만족합니다
Coupang Eats,2025-05-28 17:14:28,5,배달비없고 배달도 빠르고 좋아요
Coupang Eats,2025-05-28 12:25:28,5,사용하기 정말 편합니다
Coupang Eats,2025-05-28 11:21:39,5,다른 배달 어플보다 쿠팡이짱
Coupang Eats,2025-05-28 03:12:55,5,급할때 쉽게 이용할수 있고 배달○○보담 더 신뢰가 가는 편이라 꼭 쿠팡잇츠를 항상 이용합니다
Coupang Eats,2025-05-27 22:57:37,5,배달비가무료라서 최고입니다.
Coupang Eats,2025-05-27 21:08:45,5,상세히 잘나와잇꾸 편하구 조아요^^ 무료배달이라는거^^ 아주 느~~므 조아여^^
Coupang Eats,2025-05-27 20:16:46,5,배민 삭제하고 이츠만 써요
Coupang Eats,2025-05-27 20:06:42,5,완존가성비 짱입니당!!!^^최고의 배달어플^^
Coupang Eats,2025-05-27 20:01:35,5,무료배달 너무 좋음
Coupang Eats,2025-05-27 19:15:54,5,괜춘해요. 필수에요.
Coupang Eats,2025-05-27 18:42:17,5,넘 넘 좋아요. 굿!
Coupang Eats,2025-05-27 17:25:27,5,정해진 시간내 빠르게 배달! 최고입니다.
Coupang Eats,2025-05-27 16:31:27,5,아주 편리하네요 좋아요!
Coupang Eats,2025-05-27 16:04:26,5,저 지수련은 쿠팡님과 쿠팡이츠님을 항상 존경하고 사랑합니다. 쿠팡님과 쿠팡이츠님 영원해주세요.
Coupang Eats,2025-05-27 14:51:05,5,무료배송에 목숨걸고 있네요. 잇츠를 이용하면 기분이 좋아요. 오는 과정도 볼수있어요. 적극 추천합니다.
Coupang Eats,2025-05-27 14:46:22,5,쿠팡이츠 사용후 배민 지웠습니다.
Coupang Eats,2025-05-27 12:41:48,5,때때로 할인쿠폰도 주고 좋아요^^
Coupang Eats,2025-05-27 12:09:11,5,편리해서 자주이용함
Coupang Eats,2025-05-27 10:57:51,1,배민 따라서 한집만 바로배달해주는거 돈추가로 받음 이럴거면 배민씀 쿠팡이츠만의 메리트 사라짐
Coupang Eats,2025-05-26 22:40:52,5,좋은데 사장님들 넘 빡실듯 적당히 쥐어짜세요
Coupang Eats,2025-05-26 21:52:10,5,동대문엽기떡볶이 석수동지점 주문
Coupang Eats,2025-05-26 19:38:15,5,다른분들 후기에도 적혀있던데 저 또한 문제가 생겼을때 빠르게 응대하고 해결해주는게 마음에 들었어요! 무료배달인 점도 매리트고요
Coupang Eats,2025-05-26 19:14:35,4,배민에만 있는가게가 있어서 앱을 번갈아쓰게됨 둘중하나만 쓰고싶다..
Coupang Eats,2025-05-26 18:59:46,5,삐르고 좋아요. 배송 위치까지 한눈에.. 무료 배달은 덤입니다.
Coupang Eats,2025-05-26 18:57:31,5,배민노 쿠팡이츠 예스
Coupang Eats,2025-05-26 18:43:34,5,무료배달에 쿠폰 할인도 잘 되있어서 너무 잘쓰고있네요~
Coupang Eats,2025-05-26 18:15:23,4,음식 배달왔는데 순서 바꼈다고 음식 안주고 다른 곳 먼저 들렀다가 오는 시스템은 대체 어떤 시스템인가요 괜히 배달원들만 동선 꼬이고 소비자들도 기분 안 좋아질 것 같습니다.
Coupang Eats,2025-05-26 17:29:12,5,편리함으로 감사합니다
Coupang Eats,2025-05-26 15:22:00,5,fantastic⁸
Coupang Eats,2025-05-26 13:53:31,5,편리하게 잘사용하고있습니다
Coupang Eats,2025-05-26 13:26:44,5,"배달의민족에서쿠팡이츠로갈아탔어요. 혜택도많고쿠폰으로정말저렴히먹었어요. 무료배송에쿠팡와우그제결제하고, 쿠팡플레이로영화,시리즈보고,쿠팡이츠로사먹고, 많은혜택을보니다른플랫폼이용하시는분들은저처럼갈아타시면대박이라하실꺼에요. 귀찮아서평도잘쓰진않는데쿠폰으로커피까지거의무료로먹었습니다. 왜쿠팡을많이쓰는지알겠드라구요. 강추입니다 ~^^"
Coupang Eats,2025-05-26 13:07:51,5,배민보단 쿠팡이츠지 ㅎ
Coupang Eats,2025-05-26 12:52:04,4,이집에 대한 평가 최근 리뷰 확인 이런거있으면 좋겠음 이집 저번에 이메뉴 어땟는지 가볍게 메모할수잇는
Coupang Eats,2025-05-26 12:47:01,4,배달이 품절이 늦게뜨는경우가 있어서 별한개 빼요
Coupang Eats,2025-05-26 12:30:44,5,다른 앱보다 보기편하고 위치파악도 잘되서 좋아요 쿠폰도 통크게 주시니 다좋아요
Coupang Eats,2025-05-26 11:50:14,5,배달의 민족보다 훨신 좋아요
Coupang Eats,2025-05-26 11:09:07,5,"배달도 빠르고, 문제 발생 시 해결도 빨라서 만족합니다."
Coupang Eats,2025-05-26 09:08:47,5,배민에서 쿠팡이츠로 옮겼는데~ 배달도 빠르고 배달비도 할인받고 참 좋습니다^^
Coupang Eats,2025-05-26 04:28:27,5,아주만족하고 잘사용하고 있습니다 번창하세요ㅎㅎ
Coupang Eats,2025-05-26 01:37:36,5,쿠팡 잘 이용하고 있습니다
Coupang Eats,2025-05-26 00:31:47,5,배달이 빨라요...
Coupang Eats,2025-05-25 23:21:23,5,배달앱 정보 정확하고 좋아요 ~ 완전 추천합니다
Coupang Eats,2025-05-25 22:08:00,1,배달하는 기사들이 너무 맘에 안 들어요. 대문은 끈뚝 끊어트리고 물건을 직접 받았는데 봉다리 밑에 흙이 잔뜩 묻어 있고
Coupang Eats,2025-05-25 21:54:39,5,좋아요 편해요 빨라요 만족이에요~~^^
Coupang Eats,2025-05-25 21:36:19,5,잘 이용하고있습니다.
Coupang Eats,2025-05-25 21:34:35,5,넘편하고 좋아요~^^
Coupang Eats,2025-05-25 21:32:21,5,전화한통이 빠르다고 생각했었던 1인입니다 또한자영업자분들에도 전화한통이 더나으리라생각했었구요 어느날부터는 배달앱을사용안하는 내가 무색한사람이되버린 느낌을받으면서 여러어플들이 많지만 쿠이츠만 씁니다 다른어플은 애들이쓰는걸로~
Coupang Eats,2025-05-25 21:22:43,5,무료배송에빠른배송 완전 마니아입니다
Coupang Eats,2025-05-25 21:21:09,5,좋아요 좋아요 좋아요 ㅎㅎ
Coupang Eats,2025-05-25 20:27:11,5,이곳 저곳 다니면서 너무 편리하게 사용할 수 있어서 여행에도 많은 도움이 됩니다.
Coupang Eats,2025-05-25 20:25:19,5,배달이 정말빠르고 주문부터 배달까지 모든과정을 한 눈에 확인할 수 있어서 너무 편해요
Coupang Eats,2025-05-25 20:02:38,1,별점보구 배달시키는데.리뷰도 솔직하지않은게 많네요.별점및 리뷰작성은 삭제하지못하도록해야지. 형평성에 맞다고 여겨짐.
Coupang Eats,2025-05-25 19:51:42,5,"부드러운 고기,꼬들한 무채,새콤한 양파절임,탱글한 면발,싱싱한 쌈채소 빠른 배송으로 맛있게 먹었습니다"
Coupang Eats,2025-05-25 19:48:34,5,배민보다 나음...
Coupang Eats,2025-05-25 19:36:23,5,배달이 예전보다 많이 빨라졌습니다~
Coupang Eats,2025-05-25 19:11:21,5,배달 서비스가 좋아요
Coupang Eats,2025-05-25 18:48:48,5,빠르고 좋은 쿠팡잇츠 강추!
Coupang Eats,2025-05-25 18:48:28,5,이전보다 UI 가 점점 편해지네요. 배민보다 낫습니다!
Coupang Eats,2025-05-25 18:42:43,4,그냥그래요 소상공인 힘들듯요
Coupang Eats,2025-05-25 18:41:42,5,쿠폰 이벤트 많아서 좋아요.
Coupang Eats,2025-05-25 18:34:17,1,양념맛이 느끼하고 거북스럽네요 속이 안좋아요 혹시 양념 래시피 변경한것 같는데 전에 했던 양념맛이 좋던데요
Coupang Eats,2025-05-25 18:33:44,5,할인도많고 좋아요^^
Coupang Eats,2025-05-25 18:32:37,5,너무 감사한 것 같아요.
Coupang Eats,2025-05-25 18:30:18,5,기봉이가 단백 매콤하니 처 죽이네^^
Coupang Eats,2025-05-25 18:20:16,5,할인도 많이되고 좋아요~~ 사용할 수 있는 지역이 더 많아졌으면 좋겠어요~~
Coupang Eats,2025-05-25 18:10:17,3,"무료 배달이 아니네요. 주문취소하는곳이 없어 강제로 먹네요. 근데 수저,포크까지 없으니 기분 안좋네요ㅠ. 다음에 안시키면 된다고 생각하고 참고 먹을까합니다. 싫으면 안하면되니..ㅠ 배달은 제 시간에 왔네요"
Coupang Eats,2025-05-25 17:57:23,5,쿠팡이랑 함께라 할인도 많고 자주 이용하고 있습니다
Coupang Eats,2025-05-25 17:55:55,1,제가 카드로 결제하려는데 분명히 있는데 없다고 뜹니다 돈이 있는데 결제가 안되는 경우는 대체 무슨 경우이예요?
Coupang Eats,2025-05-25 17:43:39,5,약속시간보다 늦은적은 없었고 오히려 빨랐을때가 자주 있었어요
Coupang Eats,2025-05-25 17:28:19,5,항상 애용할수 잇게 해주셔서 감사해요
Coupang Eats,2025-05-25 17:20:27,5,배민식기들보다 나음
Coupang Eats,2025-05-25 16:36:09,5,적당히 쬰득하게 잘 삶아진 족발이 아주 맛있어요
Coupang Eats,2025-05-25 16:23:15,5,빠르고 친절하고 좋아요~
Coupang Eats,2025-05-25 16:18:24,5,배달빠르고 편하게 맛있는거 배달시켜요
Coupang Eats,2025-05-25 15:39:55,5,가성비좋아요 싸게잘샀어요 좋아요
Coupang Eats,2025-05-25 15:13:53,5,할인혜택 등이 있어 본전 뽑습니다~~ㅋ
Coupang Eats,2025-05-25 15:09:38,5,배달음식 주문 편함
Coupang Eats,2025-05-25 14:40:42,5,너무 잘쓰고 있습니다. 감사합니다.
Coupang Eats,2025-05-25 14:13:12,5,항상 똑같이 맛잇고 깔끔했읍니다
Coupang Eats,2025-05-25 13:50:19,5,와우 회원은 사용하기 정말 좋네요
Coupang Eats,2025-05-25 13:18:06,5,코로나잉수 배달 시키지 않았는데 정말 편하고 좋네요 번창하세요
Coupang Eats,2025-05-25 13:15:08,5,쿠폰 주는 혜택이 너무 좋습니다.
Coupang Eats,2025-05-25 12:16:50,5,정말 편리하고 좋은 최고의 배달앱이에요! 꼭 사용해보세요!
Coupang Eats,2025-05-25 10:40:19,5,쿠팡이츠 편리하네요. 무료배달로 자주 시켜먹게 되네요.
Coupang Eats,2025-05-25 09:24:41,5,쿠폰주셔서 유용해요 배달비 지원 좋아요
Coupang Eats,2025-05-25 08:24:22,5,배달비 부담없어 자주 애용합니다
Coupang Eats,2025-05-25 07:37:06,5,좋습니다.배달도 쿠팡 플레이도 완전!
Coupang Eats,2025-05-25 06:48:54,5,사용하기 편해요. 입점된 음식점 이 많아 골라먹는 재미가 있습니다.
Coupang Eats,2025-05-25 04:51:47,5,서비스와 혜택이 너무 조아요
Coupang Eats,2025-05-25 03:02:46,5,현재 쿠팡이츠가 1황입니다
Coupang Eats,2025-05-25 00:31:43,5,배달 빠르고 할인적용 많이되는것 같아요
Coupang Eats,2025-05-25 00:25:08,5,배달앱 다 망하겠는데??
Coupang Eats,2025-05-24 23:57:48,5,사용하기 편리하고 좋습니다
Coupang Eats,2025-05-24 22:14:24,5,빠르고 정확한 배달이 좋습니다
Coupang Eats,2025-05-24 21:55:56,5,쿠팡이 진리죠 없으면 불편함
Coupang Eats,2025-05-24 21:50:45,5,할인도 많구 아주 좋습니다^^
Coupang Eats,2025-05-24 21:49:33,5,신속 정확 감사합니다
Coupang Eats,2025-05-24 21:35:56,5,쿠팡이 곧 세상을 지배할듯
Coupang Eats,2025-05-24 21:23:16,4,다 좋은데 결제할때 현금으로 결제두 해주세용 ㅠㅠ카드가없거나하면 ㅠㅠ
Coupang Eats,2025-05-24 20:54:59,5,말이 필요없음~쿠팡이용하는분들이라면 특히 와우 회원이신분들은 쿠팡이츠~ 꼭 한번 이용해보세요~
Coupang Eats,2025-05-24 20:44:05,3,음식점마디 배달가격 죄다 올려받음 쿠팡 가입한 의미가 없슴
Coupang Eats,2025-05-24 19:53:26,5,무료배달 좋아요^^
Coupang Eats,2025-05-24 19:51:55,1,네비 좀 개선해요. 무슨 다리에서 뛰어내려서 배달할까요?? 벽을 뚫어서 배달할까요?? 말 같지도 않은 안내를 합니까!!!
Coupang Eats,2025-05-24 19:46:51,5,쿠폰도 잘 주고 무료배송 굿~ 배달 어플 여기에 정착.
Coupang Eats,2025-05-24 19:42:28,5,무료 배달이라 너무좋아요 오래오래 사용했으면 좋겠어요
Coupang Eats,2025-05-24 19:24:23,5,역시 믿고 보는 배달앱 좋습니다
Coupang Eats,2025-05-24 19:20:20,5,쿠팡이츠 다른 곳보다 배달 가능 가게가 많아서 좋아요
Coupang Eats,2025-05-24 19:11:23,5,좋습니다 맛집도 많이 추천되구요
Coupang Eats,2025-05-24 18:59:15,5,너무 맛있어요 빠르고
Coupang Eats,2025-05-24 18:54:26,5,배민보다 좋은것 같음
Coupang Eats,2025-05-24 18:51:10,5,술안주 주문이 간단하고 딱이예요ㅋㅋ
Coupang Eats,2025-05-24 17:46:18,4,무료배송도되고 맛집도많아요
Coupang Eats,2025-05-24 17:20:58,5,쿠팡이 배민보다 좋음 판매자가 따로 연락해서 배달비 요구도 없음
Coupang Eats,2025-05-24 16:42:55,5,쿠폰 혜택 👍 빠른 배달 👍
Coupang Eats,2025-05-24 16:33:54,5,정말 어무 좋아요 편하고 고객센터는 감동이네요
Coupang Eats,2025-05-24 13:53:10,1,즐겨찾기에도 광고화면 뜨게 만든 최악의 앱입니다. 쿠팡 망해라.
